x	y	pred_rf
685500	283500	NA
686500	283500	NA
687500	283500	NA
688500	283500	NA
689500	283500	NA
690500	283500	NA
691500	283500	NA
692500	283500	NA
693500	283500	NA
694500	283500	NA
695500	283500	NA
696500	283500	NA
697500	283500	NA
698500	283500	NA
702500	283500	NA
703500	283500	NA
704500	283500	NA
705500	283500	NA
706500	283500	NA
707500	283500	NA
673500	282500	NA
674500	282500	NA
675500	282500	NA
676500	282500	NA
677500	282500	NA
678500	282500	NA
679500	282500	NA
680500	282500	NA
681500	282500	NA
682500	282500	NA
683500	282500	NA
684500	282500	NA
685500	282500	NA
686500	282500	NA
687500	282500	NA
688500	282500	NA
689500	282500	NA
690500	282500	NA
691500	282500	NA
692500	282500	NA
693500	282500	NA
694500	282500	NA
695500	282500	NA
696500	282500	NA
697500	282500	NA
698500	282500	NA
699500	282500	NA
700500	282500	NA
701500	282500	NA
702500	282500	NA
703500	282500	NA
704500	282500	NA
705500	282500	NA
706500	282500	NA
716500	282500	NA
717500	282500	NA
718500	282500	NA
719500	282500	NA
720500	282500	NA
721500	282500	NA
722500	282500	NA
723500	282500	NA
724500	282500	NA
672500	281500	NA
673500	281500	NA
674500	281500	NA
675500	281500	NA
676500	281500	NA
677500	281500	NA
678500	281500	NA
679500	281500	NA
680500	281500	NA
681500	281500	NA
682500	281500	NA
683500	281500	NA
684500	281500	NA
685500	281500	NA
686500	281500	NA
687500	281500	NA
688500	281500	NA
689500	281500	NA
690500	281500	NA
691500	281500	NA
692500	281500	NA
693500	281500	NA
694500	281500	NA
695500	281500	NA
696500	281500	NA
697500	281500	NA
698500	281500	NA
699500	281500	NA
700500	281500	NA
701500	281500	NA
702500	281500	NA
703500	281500	NA
704500	281500	NA
705500	281500	NA
706500	281500	NA
707500	281500	NA
715500	281500	NA
716500	281500	NA
717500	281500	NA
718500	281500	NA
719500	281500	NA
720500	281500	NA
721500	281500	NA
722500	281500	NA
723500	281500	NA
724500	281500	NA
725500	281500	NA
726500	281500	NA
728500	281500	NA
672500	280500	NA
673500	280500	NA
674500	280500	NA
675500	280500	NA
676500	280500	NA
677500	280500	NA
678500	280500	NA
679500	280500	NA
680500	280500	NA
681500	280500	NA
682500	280500	NA
683500	280500	NA
684500	280500	NA
685500	280500	NA
686500	280500	NA
687500	280500	NA
688500	280500	NA
689500	280500	NA
690500	280500	NA
691500	280500	NA
692500	280500	NA
693500	280500	NA
694500	280500	NA
695500	280500	NA
696500	280500	NA
697500	280500	NA
698500	280500	NA
699500	280500	NA
700500	280500	NA
701500	280500	NA
702500	280500	NA
703500	280500	NA
704500	280500	NA
705500	280500	NA
706500	280500	NA
707500	280500	NA
708500	280500	NA
713500	280500	NA
714500	280500	NA
715500	280500	NA
716500	280500	NA
717500	280500	NA
718500	280500	NA
719500	280500	NA
720500	280500	NA
721500	280500	NA
722500	280500	NA
723500	280500	NA
724500	280500	NA
725500	280500	NA
726500	280500	NA
727500	280500	NA
728500	280500	NA
729500	280500	NA
734500	280500	NA
735500	280500	NA
736500	280500	NA
737500	280500	NA
673500	279500	NA
674500	279500	NA
675500	279500	NA
676500	279500	NA
677500	279500	NA
678500	279500	NA
679500	279500	NA
680500	279500	NA
681500	279500	NA
682500	279500	NA
683500	279500	NA
684500	279500	NA
685500	279500	NA
686500	279500	NA
687500	279500	NA
688500	279500	NA
689500	279500	NA
690500	279500	NA
691500	279500	NA
692500	279500	NA
693500	279500	NA
694500	279500	NA
695500	279500	NA
696500	279500	NA
697500	279500	NA
698500	279500	NA
699500	279500	NA
700500	279500	NA
701500	279500	NA
702500	279500	NA
703500	279500	NA
704500	279500	NA
705500	279500	NA
706500	279500	NA
707500	279500	NA
708500	279500	NA
710500	279500	NA
711500	279500	NA
712500	279500	NA
713500	279500	NA
714500	279500	NA
715500	279500	NA
716500	279500	NA
717500	279500	NA
718500	279500	NA
719500	279500	NA
720500	279500	NA
721500	279500	NA
722500	279500	NA
723500	279500	NA
724500	279500	NA
725500	279500	NA
726500	279500	NA
727500	279500	NA
728500	279500	NA
729500	279500	NA
730500	279500	NA
731500	279500	NA
732500	279500	NA
733500	279500	NA
734500	279500	NA
735500	279500	NA
736500	279500	NA
737500	279500	NA
738500	279500	NA
739500	279500	NA
674500	278500	NA
675500	278500	NA
676500	278500	NA
677500	278500	NA
678500	278500	NA
679500	278500	NA
680500	278500	NA
681500	278500	NA
682500	278500	NA
687500	278500	NA
688500	278500	NA
689500	278500	NA
690500	278500	NA
691500	278500	NA
692500	278500	NA
693500	278500	NA
694500	278500	NA
695500	278500	NA
696500	278500	NA
697500	278500	NA
698500	278500	NA
699500	278500	NA
700500	278500	NA
701500	278500	NA
702500	278500	NA
703500	278500	NA
704500	278500	NA
705500	278500	NA
706500	278500	NA
707500	278500	NA
708500	278500	NA
709500	278500	NA
710500	278500	NA
711500	278500	NA
712500	278500	NA
713500	278500	NA
714500	278500	NA
715500	278500	NA
716500	278500	NA
717500	278500	NA
718500	278500	NA
719500	278500	NA
720500	278500	NA
721500	278500	NA
722500	278500	NA
723500	278500	NA
724500	278500	NA
725500	278500	NA
726500	278500	NA
727500	278500	NA
728500	278500	NA
729500	278500	NA
730500	278500	NA
731500	278500	NA
732500	278500	NA
733500	278500	NA
734500	278500	NA
735500	278500	NA
736500	278500	NA
737500	278500	NA
738500	278500	NA
739500	278500	NA
740500	278500	NA
741500	278500	NA
676500	277500	NA
677500	277500	NA
678500	277500	NA
679500	277500	NA
680500	277500	NA
681500	277500	NA
682500	277500	NA
686500	277500	NA
687500	277500	NA
688500	277500	NA
689500	277500	NA
690500	277500	NA
691500	277500	NA
692500	277500	NA
693500	277500	NA
694500	277500	NA
695500	277500	NA
696500	277500	NA
697500	277500	NA
698500	277500	NA
699500	277500	NA
700500	277500	NA
701500	277500	NA
702500	277500	NA
703500	277500	NA
704500	277500	NA
705500	277500	NA
706500	277500	NA
707500	277500	NA
708500	277500	NA
709500	277500	NA
710500	277500	NA
711500	277500	NA
712500	277500	NA
713500	277500	NA
714500	277500	NA
715500	277500	NA
716500	277500	NA
717500	277500	NA
718500	277500	NA
719500	277500	NA
720500	277500	NA
721500	277500	NA
722500	277500	NA
723500	277500	NA
724500	277500	NA
725500	277500	NA
726500	277500	NA
727500	277500	NA
728500	277500	NA
729500	277500	NA
730500	277500	NA
731500	277500	NA
732500	277500	NA
733500	277500	NA
734500	277500	NA
735500	277500	NA
736500	277500	NA
737500	277500	NA
738500	277500	NA
739500	277500	NA
740500	277500	NA
741500	277500	NA
742500	277500	NA
743500	277500	NA
677500	276500	NA
678500	276500	NA
680500	276500	NA
681500	276500	NA
682500	276500	NA
686500	276500	NA
687500	276500	NA
688500	276500	NA
689500	276500	NA
690500	276500	NA
691500	276500	NA
692500	276500	NA
693500	276500	NA
694500	276500	NA
695500	276500	NA
696500	276500	NA
697500	276500	NA
698500	276500	NA
699500	276500	NA
700500	276500	NA
701500	276500	NA
702500	276500	NA
703500	276500	NA
704500	276500	NA
705500	276500	NA
706500	276500	NA
707500	276500	NA
708500	276500	NA
709500	276500	NA
710500	276500	NA
711500	276500	NA
712500	276500	NA
713500	276500	NA
714500	276500	NA
715500	276500	NA
716500	276500	NA
717500	276500	NA
718500	276500	NA
719500	276500	NA
720500	276500	NA
721500	276500	NA
722500	276500	NA
723500	276500	NA
724500	276500	NA
725500	276500	NA
726500	276500	NA
727500	276500	NA
728500	276500	NA
729500	276500	NA
730500	276500	NA
731500	276500	NA
732500	276500	NA
733500	276500	NA
734500	276500	NA
735500	276500	NA
736500	276500	NA
737500	276500	NA
738500	276500	NA
739500	276500	NA
740500	276500	NA
741500	276500	NA
742500	276500	NA
743500	276500	NA
744500	276500	NA
745500	276500	NA
680500	275500	NA
681500	275500	NA
682500	275500	NA
683500	275500	NA
684500	275500	NA
686500	275500	NA
687500	275500	NA
688500	275500	NA
689500	275500	NA
690500	275500	NA
691500	275500	NA
692500	275500	NA
693500	275500	NA
694500	275500	NA
695500	275500	NA
696500	275500	NA
697500	275500	NA
698500	275500	NA
699500	275500	NA
700500	275500	NA
701500	275500	NA
702500	275500	NA
703500	275500	NA
704500	275500	NA
705500	275500	NA
706500	275500	NA
707500	275500	NA
708500	275500	NA
709500	275500	NA
710500	275500	NA
711500	275500	NA
712500	275500	NA
713500	275500	NA
714500	275500	NA
715500	275500	NA
716500	275500	NA
717500	275500	NA
718500	275500	NA
719500	275500	NA
720500	275500	NA
721500	275500	NA
722500	275500	NA
723500	275500	NA
724500	275500	NA
725500	275500	NA
726500	275500	NA
727500	275500	NA
728500	275500	NA
729500	275500	NA
730500	275500	NA
731500	275500	NA
732500	275500	NA
733500	275500	NA
734500	275500	NA
735500	275500	NA
736500	275500	NA
737500	275500	NA
738500	275500	NA
739500	275500	NA
740500	275500	NA
741500	275500	NA
742500	275500	NA
743500	275500	NA
744500	275500	NA
745500	275500	NA
746500	275500	NA
747500	275500	NA
656500	274500	NA
657500	274500	NA
658500	274500	NA
659500	274500	NA
661500	274500	NA
678500	274500	NA
679500	274500	NA
680500	274500	NA
681500	274500	NA
682500	274500	NA
683500	274500	NA
684500	274500	NA
685500	274500	NA
687500	274500	NA
688500	274500	NA
689500	274500	NA
690500	274500	NA
691500	274500	NA
692500	274500	NA
693500	274500	NA
694500	274500	NA
695500	274500	NA
696500	274500	NA
697500	274500	NA
698500	274500	NA
699500	274500	NA
700500	274500	NA
701500	274500	NA
702500	274500	NA
703500	274500	NA
704500	274500	NA
705500	274500	NA
706500	274500	NA
707500	274500	NA
708500	274500	NA
709500	274500	NA
710500	274500	NA
711500	274500	NA
712500	274500	NA
713500	274500	NA
714500	274500	NA
715500	274500	NA
716500	274500	NA
717500	274500	NA
718500	274500	NA
719500	274500	NA
720500	274500	NA
721500	274500	NA
722500	274500	NA
723500	274500	NA
724500	274500	NA
725500	274500	NA
726500	274500	NA
727500	274500	NA
728500	274500	NA
729500	274500	NA
730500	274500	NA
731500	274500	NA
732500	274500	NA
733500	274500	NA
734500	274500	NA
735500	274500	NA
736500	274500	NA
737500	274500	NA
738500	274500	NA
739500	274500	NA
740500	274500	NA
741500	274500	NA
742500	274500	NA
743500	274500	NA
744500	274500	NA
745500	274500	NA
746500	274500	NA
747500	274500	NA
748500	274500	NA
749500	274500	NA
656500	273500	NA
657500	273500	NA
658500	273500	NA
659500	273500	NA
660500	273500	NA
661500	273500	NA
662500	273500	NA
663500	273500	NA
664500	273500	NA
677500	273500	NA
678500	273500	NA
679500	273500	NA
680500	273500	NA
681500	273500	NA
682500	273500	NA
683500	273500	NA
684500	273500	NA
685500	273500	NA
686500	273500	NA
687500	273500	NA
688500	273500	NA
689500	273500	NA
690500	273500	NA
691500	273500	NA
692500	273500	NA
693500	273500	NA
694500	273500	NA
695500	273500	NA
696500	273500	NA
697500	273500	NA
698500	273500	NA
699500	273500	NA
700500	273500	NA
701500	273500	NA
702500	273500	NA
703500	273500	NA
704500	273500	NA
705500	273500	NA
706500	273500	NA
707500	273500	NA
708500	273500	NA
709500	273500	NA
710500	273500	NA
711500	273500	NA
712500	273500	NA
713500	273500	NA
714500	273500	NA
715500	273500	NA
716500	273500	NA
717500	273500	NA
718500	273500	NA
719500	273500	NA
720500	273500	NA
721500	273500	NA
722500	273500	NA
723500	273500	NA
724500	273500	NA
725500	273500	NA
726500	273500	NA
727500	273500	NA
728500	273500	NA
729500	273500	NA
730500	273500	NA
731500	273500	NA
732500	273500	NA
733500	273500	NA
734500	273500	NA
735500	273500	NA
736500	273500	NA
737500	273500	NA
738500	273500	NA
739500	273500	NA
740500	273500	NA
741500	273500	NA
742500	273500	NA
743500	273500	NA
744500	273500	NA
745500	273500	NA
746500	273500	NA
747500	273500	NA
748500	273500	NA
749500	273500	NA
750500	273500	NA
751500	273500	NA
618500	272500	NA
619500	272500	NA
654500	272500	NA
655500	272500	NA
656500	272500	NA
657500	272500	NA
658500	272500	NA
659500	272500	NA
660500	272500	NA
661500	272500	NA
662500	272500	NA
663500	272500	NA
664500	272500	NA
676500	272500	NA
677500	272500	NA
678500	272500	NA
679500	272500	NA
680500	272500	NA
681500	272500	NA
682500	272500	NA
683500	272500	NA
684500	272500	NA
685500	272500	NA
686500	272500	NA
687500	272500	NA
688500	272500	NA
689500	272500	NA
690500	272500	NA
691500	272500	NA
692500	272500	NA
693500	272500	NA
694500	272500	NA
695500	272500	NA
696500	272500	NA
697500	272500	NA
698500	272500	NA
699500	272500	NA
700500	272500	NA
701500	272500	NA
702500	272500	NA
703500	272500	NA
704500	272500	NA
705500	272500	NA
706500	272500	NA
707500	272500	NA
708500	272500	NA
709500	272500	NA
710500	272500	NA
711500	272500	NA
712500	272500	NA
713500	272500	NA
714500	272500	NA
715500	272500	NA
716500	272500	NA
717500	272500	NA
718500	272500	NA
719500	272500	NA
720500	272500	NA
721500	272500	NA
722500	272500	NA
723500	272500	NA
724500	272500	NA
725500	272500	NA
726500	272500	NA
727500	272500	NA
728500	272500	NA
729500	272500	NA
730500	272500	NA
731500	272500	NA
732500	272500	NA
733500	272500	NA
734500	272500	NA
735500	272500	NA
736500	272500	NA
737500	272500	NA
738500	272500	NA
739500	272500	NA
740500	272500	NA
741500	272500	NA
742500	272500	NA
743500	272500	NA
744500	272500	NA
745500	272500	NA
746500	272500	NA
747500	272500	NA
748500	272500	NA
749500	272500	NA
750500	272500	NA
751500	272500	NA
752500	272500	NA
611500	271500	0.0644055555555542
614500	271500	NA
615500	271500	NA
616500	271500	NA
617500	271500	NA
618500	271500	NA
619500	271500	NA
652500	271500	NA
653500	271500	NA
654500	271500	NA
655500	271500	NA
656500	271500	NA
657500	271500	NA
658500	271500	NA
659500	271500	NA
660500	271500	NA
661500	271500	NA
662500	271500	NA
663500	271500	NA
664500	271500	NA
665500	271500	NA
676500	271500	NA
677500	271500	NA
678500	271500	NA
679500	271500	NA
680500	271500	NA
681500	271500	NA
682500	271500	NA
683500	271500	NA
684500	271500	NA
685500	271500	NA
686500	271500	NA
687500	271500	NA
688500	271500	NA
689500	271500	NA
690500	271500	NA
691500	271500	NA
692500	271500	NA
693500	271500	NA
694500	271500	NA
695500	271500	NA
696500	271500	NA
697500	271500	NA
698500	271500	NA
699500	271500	NA
700500	271500	NA
701500	271500	NA
702500	271500	NA
703500	271500	NA
704500	271500	NA
705500	271500	NA
706500	271500	NA
707500	271500	NA
708500	271500	NA
709500	271500	NA
710500	271500	NA
711500	271500	NA
712500	271500	NA
713500	271500	NA
714500	271500	NA
715500	271500	NA
716500	271500	NA
717500	271500	NA
718500	271500	NA
719500	271500	NA
720500	271500	NA
721500	271500	NA
722500	271500	NA
723500	271500	NA
724500	271500	NA
725500	271500	NA
726500	271500	NA
727500	271500	NA
728500	271500	NA
729500	271500	NA
730500	271500	NA
731500	271500	NA
732500	271500	NA
733500	271500	NA
734500	271500	NA
735500	271500	NA
736500	271500	NA
737500	271500	NA
738500	271500	NA
739500	271500	NA
740500	271500	NA
741500	271500	NA
742500	271500	NA
743500	271500	NA
744500	271500	NA
745500	271500	NA
746500	271500	NA
747500	271500	NA
748500	271500	NA
749500	271500	NA
750500	271500	NA
751500	271500	NA
752500	271500	NA
753500	271500	NA
610500	270500	0.0644055555555542
611500	270500	0.0644055555555542
612500	270500	0.0646138888888876
614500	270500	0.062506529581528
615500	270500	0.0621731962481947
616500	270500	NA
617500	270500	NA
618500	270500	NA
628500	270500	NA
629500	270500	NA
630500	270500	0.00795913253413085
631500	270500	NA
632500	270500	0.00452658730158562
633500	270500	NA
634500	270500	NA
635500	270500	NA
650500	270500	NA
651500	270500	NA
652500	270500	NA
653500	270500	NA
654500	270500	NA
655500	270500	NA
656500	270500	NA
657500	270500	NA
658500	270500	NA
659500	270500	NA
660500	270500	NA
661500	270500	NA
662500	270500	NA
663500	270500	NA
664500	270500	NA
665500	270500	NA
666500	270500	NA
672500	270500	NA
677500	270500	NA
678500	270500	NA
679500	270500	NA
680500	270500	NA
681500	270500	NA
682500	270500	NA
683500	270500	NA
684500	270500	NA
685500	270500	NA
686500	270500	NA
687500	270500	NA
688500	270500	NA
689500	270500	NA
690500	270500	NA
691500	270500	NA
692500	270500	NA
693500	270500	NA
694500	270500	NA
695500	270500	NA
696500	270500	NA
697500	270500	NA
698500	270500	NA
699500	270500	NA
700500	270500	NA
701500	270500	NA
702500	270500	NA
703500	270500	NA
704500	270500	NA
705500	270500	NA
706500	270500	NA
707500	270500	NA
708500	270500	NA
709500	270500	NA
710500	270500	NA
711500	270500	NA
712500	270500	NA
713500	270500	NA
714500	270500	NA
715500	270500	NA
716500	270500	NA
717500	270500	NA
718500	270500	NA
719500	270500	NA
720500	270500	NA
721500	270500	NA
722500	270500	NA
723500	270500	NA
724500	270500	NA
725500	270500	NA
726500	270500	NA
727500	270500	NA
728500	270500	NA
729500	270500	NA
730500	270500	NA
731500	270500	NA
732500	270500	NA
733500	270500	NA
734500	270500	NA
735500	270500	NA
736500	270500	NA
737500	270500	NA
738500	270500	NA
739500	270500	NA
740500	270500	NA
741500	270500	NA
742500	270500	NA
743500	270500	NA
744500	270500	NA
745500	270500	NA
746500	270500	NA
747500	270500	NA
748500	270500	NA
749500	270500	NA
750500	270500	NA
751500	270500	NA
752500	270500	NA
753500	270500	NA
608500	269500	0.0756275613275601
609500	269500	0.0646138888888876
610500	269500	0.0644055555555542
611500	269500	0.0644055555555542
612500	269500	0.0646138888888876
613500	269500	0.0756275613275601
614500	269500	0.0756275613275601
615500	269500	0.0380406746031733
616500	269500	NA
617500	269500	NA
618500	269500	NA
628500	269500	0.00795913253413085
629500	269500	0.00552658730158562
630500	269500	0.00552658730158562
631500	269500	NA
632500	269500	NA
633500	269500	NA
634500	269500	NA
635500	269500	0.00461414182222834
649500	269500	NA
650500	269500	NA
651500	269500	NA
652500	269500	NA
653500	269500	NA
654500	269500	NA
655500	269500	NA
656500	269500	NA
657500	269500	NA
658500	269500	NA
659500	269500	NA
660500	269500	NA
661500	269500	NA
662500	269500	NA
663500	269500	NA
664500	269500	NA
665500	269500	NA
666500	269500	NA
667500	269500	NA
668500	269500	NA
669500	269500	NA
670500	269500	NA
671500	269500	NA
672500	269500	NA
673500	269500	NA
674500	269500	NA
675500	269500	NA
676500	269500	NA
677500	269500	NA
678500	269500	NA
679500	269500	NA
680500	269500	NA
681500	269500	NA
682500	269500	NA
683500	269500	NA
684500	269500	NA
685500	269500	NA
686500	269500	NA
687500	269500	NA
688500	269500	NA
689500	269500	NA
690500	269500	NA
691500	269500	NA
692500	269500	NA
693500	269500	NA
694500	269500	NA
695500	269500	NA
696500	269500	NA
697500	269500	NA
698500	269500	NA
699500	269500	NA
700500	269500	NA
701500	269500	NA
702500	269500	NA
703500	269500	NA
704500	269500	NA
705500	269500	NA
706500	269500	NA
707500	269500	NA
708500	269500	NA
709500	269500	NA
710500	269500	NA
711500	269500	NA
712500	269500	NA
713500	269500	NA
714500	269500	NA
715500	269500	NA
716500	269500	NA
717500	269500	NA
718500	269500	NA
719500	269500	NA
720500	269500	NA
721500	269500	NA
722500	269500	NA
723500	269500	NA
724500	269500	NA
725500	269500	NA
726500	269500	NA
727500	269500	NA
728500	269500	NA
729500	269500	NA
730500	269500	NA
731500	269500	NA
732500	269500	NA
733500	269500	NA
734500	269500	NA
735500	269500	NA
736500	269500	NA
737500	269500	NA
738500	269500	NA
739500	269500	NA
740500	269500	NA
741500	269500	NA
742500	269500	NA
743500	269500	NA
744500	269500	NA
745500	269500	NA
746500	269500	NA
747500	269500	NA
748500	269500	NA
749500	269500	NA
750500	269500	NA
751500	269500	NA
752500	269500	NA
753500	269500	NA
754500	269500	NA
608500	268500	0.0756275613275601
609500	268500	0.0756275613275601
610500	268500	0.0646138888888876
611500	268500	0.0646138888888876
612500	268500	0.0756275613275601
613500	268500	0.0756275613275601
614500	268500	0.0756275613275601
615500	268500	NA
616500	268500	NA
617500	268500	NA
618500	268500	NA
627500	268500	0.0104201770451754
628500	268500	0.00795913253413085
629500	268500	0.00552658730158562
630500	268500	NA
631500	268500	NA
632500	268500	NA
633500	268500	NA
634500	268500	NA
635500	268500	0.00461414182222834
646500	268500	NA
647500	268500	NA
649500	268500	NA
650500	268500	NA
651500	268500	NA
652500	268500	NA
653500	268500	NA
654500	268500	NA
655500	268500	NA
656500	268500	NA
657500	268500	NA
658500	268500	NA
659500	268500	NA
660500	268500	NA
661500	268500	NA
662500	268500	NA
663500	268500	NA
664500	268500	NA
665500	268500	NA
666500	268500	NA
667500	268500	NA
668500	268500	NA
669500	268500	NA
670500	268500	NA
671500	268500	NA
672500	268500	NA
673500	268500	NA
674500	268500	NA
675500	268500	NA
676500	268500	NA
677500	268500	NA
678500	268500	NA
679500	268500	NA
680500	268500	NA
681500	268500	NA
682500	268500	NA
683500	268500	NA
684500	268500	NA
685500	268500	NA
686500	268500	NA
687500	268500	NA
688500	268500	NA
689500	268500	NA
690500	268500	NA
691500	268500	NA
692500	268500	NA
693500	268500	NA
694500	268500	NA
695500	268500	NA
696500	268500	NA
697500	268500	NA
698500	268500	NA
699500	268500	NA
700500	268500	NA
701500	268500	NA
702500	268500	NA
703500	268500	NA
704500	268500	NA
705500	268500	NA
706500	268500	NA
707500	268500	NA
708500	268500	NA
709500	268500	NA
710500	268500	NA
711500	268500	NA
712500	268500	NA
713500	268500	NA
714500	268500	NA
715500	268500	NA
716500	268500	NA
717500	268500	NA
718500	268500	NA
719500	268500	NA
720500	268500	NA
721500	268500	NA
722500	268500	NA
723500	268500	NA
724500	268500	NA
725500	268500	NA
726500	268500	NA
727500	268500	NA
728500	268500	NA
729500	268500	NA
730500	268500	NA
731500	268500	NA
732500	268500	NA
733500	268500	NA
734500	268500	NA
735500	268500	NA
736500	268500	NA
737500	268500	NA
738500	268500	NA
739500	268500	NA
740500	268500	NA
741500	268500	NA
742500	268500	NA
743500	268500	NA
744500	268500	NA
745500	268500	NA
746500	268500	NA
747500	268500	NA
748500	268500	NA
749500	268500	NA
750500	268500	NA
751500	268500	NA
752500	268500	NA
753500	268500	NA
754500	268500	NA
755500	268500	NA
606500	267500	0.0310624999999985
607500	267500	0.0756275613275601
608500	267500	0.0756275613275601
609500	267500	0.0756275613275601
610500	267500	0.0756275613275601
611500	267500	0.0756275613275601
612500	267500	0.0756275613275601
613500	267500	0.0756275613275601
614500	267500	0.0756275613275601
615500	267500	0.0387450396825382
616500	267500	NA
625500	267500	0.0173499999999983
626500	267500	0.0104201770451754
627500	267500	0.00795913253413085
628500	267500	NA
629500	267500	NA
630500	267500	NA
631500	267500	NA
632500	267500	NA
633500	267500	NA
634500	267500	NA
635500	267500	0.00461414182222834
638500	267500	NA
639500	267500	NA
640500	267500	NA
641500	267500	NA
642500	267500	NA
643500	267500	NA
644500	267500	NA
645500	267500	NA
646500	267500	NA
647500	267500	NA
648500	267500	NA
649500	267500	NA
650500	267500	NA
651500	267500	NA
652500	267500	NA
653500	267500	NA
654500	267500	NA
655500	267500	NA
656500	267500	NA
657500	267500	NA
658500	267500	NA
659500	267500	NA
660500	267500	NA
661500	267500	NA
662500	267500	NA
663500	267500	NA
664500	267500	NA
665500	267500	NA
