x	y	pred_rf
684500	295500	0.00907738095237896
685500	295500	0.00716829004328804
686500	295500	0.00704329004328804
687500	295500	0.0103790361529702
688500	295500	0.000714285714283529
690500	295500	0.0150714285714264
691500	295500	-2.22016849349416e-15
684500	294500	0.017337698412696
685500	294500	0.00549960317460105
686500	294500	0.0131701838941179
687500	294500	-2.22188933918233e-15
688500	294500	0.00241507936507715
690500	294500	0.00241507936507715
691500	294500	-2.22089013846016e-15
692500	294500	0.00170079365079139
682500	293500	0.0194150793650772
683500	293500	0.000304054054051208
684500	293500	0.00291081044543494
685500	293500	0.00835373482726188
686500	293500	0.0173623376623353
687500	293500	0.0635868505607842
688500	293500	0.00241507936507715
690500	293500	0.00141507936507711
691500	293500	0.00141507936507711
692500	293500	0.00145952380952155
693500	293500	0.00145952380952155
679500	292500	0.000467857142854198
680500	292500	0.00124285714285419
681500	292500	0.00253333333333073
682500	292500	0.000467857142854198
683500	292500	0.0127589290821149
684500	292500	0.0010269607843104
685500	292500	0.00514285714285434
686500	292500	1.96078431344058e-05
687500	292500	0.00750952380952133
688500	292500	0.0014150793650771
690500	292500	0.00341507936507717
691500	292500	-2.58149057685841e-15
692500	292500	-2.5514590440423e-15
693500	292500	0.00145952380952156
677500	291500	0.000467857142854198
678500	291500	0.000467857142854198
679500	291500	0.000467857142854199
680500	291500	0.000467857142854198
681500	291500	0.000467857142854199
682500	291500	0.000467857142854197
683500	291500	0.00124285714285419
684500	291500	0.000199999999996613
685500	291500	0.00246507936507656
686500	291500	0.0115588460256368
687500	291500	-2.5819901772195e-15
688500	291500	0.0194150793650772
689500	291500	0.00518251883435909
690500	291500	0.00341507936507717
691500	291500	0.0257023809523784
692500	291500	0.000819047619045019
693500	291500	0.000671428571425999
694500	291500	0.0175555555555532
695500	291500	0.00259365079364794
696500	291500	0.00242222222221946
677500	290500	0.0004678571428542
678500	290500	0.000467857142854198
679500	290500	0.000467857142854198
680500	290500	0.000467857142854198
681500	290500	0.000467857142854199
682500	290500	0.000584523809520812
683500	290500	0.00297458232642248
684500	290500	0.000199999999996612
685500	290500	0.00883966169150193
686500	290500	0.0127589290821149
687500	290500	0.000467857142854198
688500	290500	0.000533333333330727
689500	290500	0.00124285714285419
690500	290500	0.00299999999999742
691500	290500	-2.65631960871815e-15
692500	290500	0.000533333333330728
693500	290500	0.000512301587298657
694500	290500	0.00124285714285449
695500	290500	0.00259365079364796
696500	290500	0.00259365079364796
697500	290500	0.00456010895453311
676500	289500	0.0004678571428542
677500	289500	0.0004678571428542
678500	289500	0.000467857142854213
679500	289500	0.000467857142854198
680500	289500	0.000467857142854199
681500	289500	0.00124285714285418
682500	289500	0.000275119617221521
683500	289500	0.000219607843133854
684500	289500	0.000254054054050714
685500	289500	0.00200238095237798
686500	289500	0.00147023809523515
687500	289500	0.000467857142854199
688500	289500	0.000467857142854198
689500	289500	0.000467857142854199
690500	289500	0.000467857142854199
691500	289500	0.000467857142854197
692500	289500	0.000467857142854198
693500	289500	0.000512301587298657
694500	289500	0.00242222222221947
695500	289500	0.00242222222221947
696500	289500	0.00242222222221947
697500	289500	0.00441240219259106
675500	288500	0.0014678571428542
676500	288500	-2.96584978798364e-15
677500	288500	-2.96607183258857e-15
678500	288500	-2.98022717615254e-15
679500	288500	-2.99194002906233e-15
680500	288500	-2.99105185064263e-15
681500	288500	0.00200238095237798
682500	288500	0.00113928571428231
683500	288500	0.00130595238094897
684500	288500	0.000275119617221522
685500	288500	0.00297458232642248
686500	288500	0.0127589290821149
687500	288500	0.00124285714285418
688500	288500	0.000467857142854198
689500	288500	0.000467857142854198
690500	288500	0.000467857142854198
691500	288500	0.000467857142854198
692500	288500	0.000544780219777286
693500	288500	0.00259365079364796
694500	288500	0.0033583333333306
695500	288500	0.00456010895453311
696500	288500	0.00441240219259106
701500	288500	0.000682539682537339
702500	288500	0.000682539682537339
675500	287500	7.69230769201651e-05
676500	287500	0.000199999999996537
677500	287500	0.000199999999996519
678500	287500	0.0299940476190448
679500	287500	0.000199999999996518
680500	287500	0.000199999999996515
681500	287500	0.000623391850231442
682500	287500	0.00131862745097678
683500	287500	1.96078431338538e-05
684500	287500	0.00110910613594578
685500	287500	0.00161785714285414
686500	287500	0.000467857142854199
687500	287500	0.000467857142854199
688500	287500	0.000467857142854199
689500	287500	0.000467857142854198
690500	287500	0.000467857142854198
691500	287500	0.000544780219777286
692500	287500	0.000467857142854262
693500	287500	0.00259365079364796
694500	287500	0.000579365079362167
695500	287500	0.00335833333333056
700500	287500	0.00129325396825162
701500	287500	0.000682539682537339
702500	287500	0.00311111111110881
703500	287500	0.00316771325079955
675500	286500	-2.96529467647133e-15
676500	286500	0.000199999999996537
677500	286500	0.000199999999996515
678500	286500	0.00019999999999656
679500	286500	0.000199999999996524
680500	286500	0.000199999999996519
681500	286500	0.000384523809520271
682500	286500	0.00113928571428231
683500	286500	0.000275119617221462
684500	286500	0.000199999999996515
685500	286500	0.0063843259075112
686500	286500	0.000584523809520815
687500	286500	0.000467857142854198
688500	286500	0.000467857142854199
689500	286500	0.000512301587298685
690500	286500	0.000512301587298698
691500	286500	0.00259365079364803
692500	286500	0.0202472222222195
693500	286500	0.000579365079362166
694500	286500	0.000579365079362169
695500	286500	0.000707936507933654
696500	286500	0.000707936507933622
697500	286500	0.00647738095237782
699500	286500	0.0070718253968228
700500	286500	0.000166666666663999
701500	286500	0.00116666666666398
702500	286500	0.00524213605022213
703500	286500	0.00461414182222816
704500	286500	0.00380238095237884
673500	285500	0.000199999999996667
674500	285500	0.000199999999996667
675500	285500	0.00019999999999656
676500	285500	-3.51002560350366e-15
677500	285500	0.000199999999996562
678500	285500	0.000199999999996623
679500	285500	0.000199999999996562
680500	285500	0.000199999999996619
681500	285500	0.000199999999996538
682500	285500	0.000623391850231442
683500	285500	0.000623391850231442
684500	285500	0.000199999999996518
685500	285500	0.00058452380952032
686500	285500	0.000199999999996518
687500	285500	0.000999999999997
688500	285500	0.00199999999999698
689500	285500	0.0124611111111082
690500	285500	0.000579365079362241
691500	285500	0.00335833333333061
692500	285500	0.0105488095238064
693500	285500	0.00127142857142533
694500	285500	0.00231248990691399
695500	285500	0.0146458232402474
696500	285500	0.000199999999996838
697500	285500	0.000271428571425258
699500	285500	0.00230238095237826
700500	285500	0.00230238095237826
701500	285500	0.000566666666663995
702500	285500	0.00464213605022214
703500	285500	0.00464213605022214
704500	285500	0.00464213605022214
705500	285500	0.00464213605022213
672500	284500	-3.34476890628821e-15
673500	284500	0.000199999999996699
674500	284500	-3.46467299294773e-15
675500	284500	-3.49970052937465e-15
676500	284500	0.000999999999996486
677500	284500	0.000199999999996719
678500	284500	0.000199999999996719
679500	284500	0.000199999999996676
680500	284500	0.000199999999996701
681500	284500	0.000199999999996676
682500	284500	0.00019999999999656
683500	284500	0.000199999999996562
684500	284500	0.000199999999996519
685500	284500	0.000199999999996519
686500	284500	0.000199999999996518
687500	284500	0.00019999999999656
688500	284500	0.000244444444441159
689500	284500	0.000199999999996719
690500	284500	0.000271428571425382
691500	284500	0.000199999999996839
692500	284500	0.000271428571425299
693500	284500	0.000199999999996838
694500	284500	0.00110455339897714
695500	284500	0.00377867203386054
696500	284500	0.00110455339897714
697500	284500	0.000271428571425299
699500	284500	0.000244444444441114
700500	284500	0.000199999999996669
701500	284500	0.000199999999996756
702500	284500	0.00464213605022214
703500	284500	0.00464213605022214
704500	284500	0.000566666666663995
705500	284500	-3.31812355369721e-15
706500	284500	-3.46056516775661e-15
707500	284500	7.142857142522e-05
672500	283500	0.000199999999996806
673500	283500	-3.36985994664474e-15
674500	283500	-3.50885986932781e-15
675500	283500	-3.36064509554035e-15
676500	283500	0.000199999999996719
677500	283500	0.000199999999996806
678500	283500	0.000199999999996769
679500	283500	0.000199999999996754
680500	283500	0.000199999999996754
681500	283500	0.000199999999996754
682500	283500	0.000199999999996719
683500	283500	0.000199999999996719
684500	283500	0.000199999999996719
685500	283500	0.000199999999996719
686500	283500	0.000199999999996719
687500	283500	0.000199999999996667
688500	283500	0.000199999999996701
689500	283500	0.00019999999999685
690500	283500	0.000271428571425381
691500	283500	0.000271428571425368
692500	283500	0.000199999999996839
693500	283500	0.00110455339897714
694500	283500	0.00377867203386054
695500	283500	0.00377867203386054
696500	283500	0.00110455339897714
697500	283500	0.00377867203386054
698500	283500	0.00377867203386054
702500	283500	0.00377867203386054
703500	283500	0.00464213605022213
704500	283500	0.00256666666666402
705500	283500	-3.30641070078741e-15
706500	283500	-3.31235039396915e-15
707500	283500	-3.31329408354009e-15
673500	282500	-3.41093819855587e-15
674500	282500	-3.50924844738643e-15
675500	282500	-3.30513394430909e-15
676500	282500	0.000199999999996806
677500	282500	0.000199999999996806
678500	282500	0.000199999999996806
679500	282500	0.000199999999996769
680500	282500	0.000199999999996769
681500	282500	0.000199999999996719
682500	282500	0.000199999999996719
683500	282500	0.000244444444441251
684500	282500	0.000244444444441251
685500	282500	0.000244444444441198
686500	282500	0.000199999999996667
687500	282500	0.000199999999996658
688500	282500	0.000199999999996807
689500	282500	0.000199999999996854
690500	282500	0.000271428571425382
691500	282500	0.000271428571425381
692500	282500	0.00110455339897715
693500	282500	0.00110455339897714
694500	282500	0.00110455339897714
695500	282500	0.00110455339897714
696500	282500	0.00377867203386054
697500	282500	0.00377867203386054
698500	282500	0.00230238095237827
699500	282500	0.00230238095237827
700500	282500	0.00230238095237826
701500	282500	0.00230238095237826
702500	282500	0.00230238095237826
703500	282500	0.00778499319307927
704500	282500	0.000566666666663995
705500	282500	0.00272152917671761
706500	282500	0.00077955339897704
716500	282500	0.0117525793650773
717500	282500	0.0325140692640674
718500	282500	0.0325140692640674
719500	282500	0.032784523809522
720500	282500	0.0396289682539663
721500	282500	0.0489876373626354
722500	282500	0.049154304029302
723500	282500	0.049154304029302
724500	282500	0.0711936507936493
672500	281500	-3.40510952767659e-15
673500	281500	-3.67395003308957e-15
674500	281500	-3.37030403585459e-15
675500	281500	0.000199999999996806
676500	281500	0.000199999999996806
677500	281500	0.000199999999996806
678500	281500	-3.32706084904544e-15
679500	281500	-3.35231842285566e-15
680500	281500	-3.27476934458559e-15
681500	281500	-3.36558558799993e-15
682500	281500	0.000384523809520271
683500	281500	-3.50963702544504e-15
684500	281500	-3.4662273051822e-15
685500	281500	-3.46828121777776e-15
686500	281500	-3.32822658322129e-15
687500	281500	0.000244444444441164
688500	281500	0.000271428571425381
689500	281500	-3.2218672174622e-15
690500	281500	-3.40560912803767e-15
691500	281500	-3.40888428596031e-15
692500	281500	-3.1854519022545e-15
693500	281500	-3.17501580582302e-15
694500	281500	0.00110455339897714
695500	281500	0.000779553398977121
696500	281500	-3.19022586126039e-15
697500	281500	0.00377867203386054
698500	281500	0.0133023809523783
699500	281500	0.00230238095237826
700500	281500	0.00577867203386051
701500	281500	0.00272152917671765
702500	281500	0.00464213605022213
703500	281500	0.0052183265264126
704500	281500	0.000999999999997291
705500	281500	-3.27710081293731e-15
706500	281500	0.00077955339897704
707500	281500	-3.31329408354009e-15
715500	281500	0.0117525793650773
716500	281500	0.0117525793650773
717500	281500	0.0325140692640674
718500	281500	0.0384140692640673
719500	281500	0.034784523809522
720500	281500	0.0446196248196227
721500	281500	0.0447996031746012
722500	281500	0.0499638278388258
723500	281500	0.049154304029302
724500	281500	0.0711936507936493
725500	281500	0.0711936507936493
726500	281500	0.0711936507936493
728500	281500	0.0376305555555538
672500	280500	-3.42881278925233e-15
673500	280500	-3.36120020705266e-15
674500	280500	-3.22175619515974e-15
675500	280500	0.000199999999996806
676500	280500	-3.22170068400851e-15
677500	280500	-3.27465832228313e-15
678500	280500	-3.40955041977509e-15
679500	280500	-3.469058373895e-15
680500	280500	0.000317048740233687
681500	280500	0.000317048740233687
682500	280500	0.000299999999996308
683500	280500	0.000384523809520288
684500	280500	-3.50502959989285e-15
685500	280500	-3.3708591473669e-15
686500	280500	0.000244444444441251
687500	280500	0.000271428571425381
688500	280500	0.000271428571425381
689500	280500	-3.27349258810727e-15
690500	280500	4.4444444441135e-05
691500	280500	-3.36164429626251e-15
692500	280500	-3.46866979583638e-15
693500	280500	4.4444444441135e-05
694500	280500	0.00110455339897714
695500	280500	-3.18894910478207e-15
696500	280500	-3.18983728320177e-15
697500	280500	0.00110455339897714
698500	280500	0.00430238095237829
699500	280500	0.00230238095237826
700500	280500	0.000779553398977112
701500	280500	0.00272152917671765
702500	280500	0.000566666666663991
703500	280500	0.00156666666666395
704500	280500	0.00521832652641259
705500	280500	0.000735714285711568
706500	280500	0.000735714285711569
707500	280500	0.000735714285711568
708500	280500	0.00421832652641258
713500	280500	0.006920238095236
714500	280500	0.00844682539682336
715500	280500	0.0117525793650773
716500	280500	0.00844682539682331
717500	280500	0.00711898656898436
718500	280500	0.00683571428571205
719500	280500	0.0055207074787934
720500	280500	0.00916825951825725
721500	280500	0.00746184371184152
722500	280500	0.0186470238095216
723500	280500	0.0447996031746011
724500	280500	0.049154304029302
725500	280500	0.0711936507936493
726500	280500	0.0711936507936493
727500	280500	0.0711936507936493
728500	280500	0.0711936507936493
729500	280500	0.0422138888888871
734500	280500	0.074910317460316
735500	280500	0.049154304029302
736500	280500	0.0499638278388258
737500	280500	0.0464662698412678
673500	279500	-3.3094083029539e-15
674500	279500	-3.2218672174622e-15
675500	279500	0.000199999999996806
676500	279500	0.000199999999996806
677500	279500	0.000199999999996806
678500	279500	-3.30913074719774e-15
679500	279500	-3.50452999953177e-15
680500	279500	0.00048452380952005
681500	279500	0.000484523809520044
682500	279500	0.000484523809520069
683500	279500	-3.50003359628204e-15
684500	279500	-3.37069261391321e-15
685500	279500	-3.27388116616589e-15
686500	279500	4.44444444412232e-05
687500	279500	0.000271428571425393
688500	279500	0.000199999999996859
689500	279500	0.000271428571425382
690500	279500	7.14285714253532e-05
691500	279500	-3.32650573753313e-15
692500	279500	-3.41005002013617e-15
693500	279500	4.4444444441135e-05
694500	279500	0.000199999999996838
695500	279500	-3.18911563823576e-15
696500	279500	-3.18983728320177e-15
697500	279500	0.000779553398977111
698500	279500	0.00577867203386051
699500	279500	0.00230238095237826
700500	279500	0.00230238095237826
701500	279500	0.00530238095237831
702500	279500	0.000779553398977111
703500	279500	0.00373571428571163
704500	279500	0.00421832652641258
705500	279500	0.00206904761904543
706500	279500	0.00438571428571215
707500	279500	0.00556825951825738
708500	279500	0.00556825951825738
710500	279500	0.00556825951825738
711500	279500	0.00363803418803206
712500	279500	0.00692023809523602
713500	279500	0.00824841269841063
714500	279500	0.00692023809523599
715500	279500	0.00916825951825727
716500	279500	0.00306904761904544
717500	279500	0.00464945125463948
718500	279500	-3.6132763447938e-15
719500	279500	-3.63564733874e-15
720500	279500	-3.6132763447938e-15
721500	279500	0.00158809523809227
722500	279500	0.0074618437118415
723500	279500	0.0124595238095216
724500	279500	0.0449624819624798
